"","rev.date","rev.sum","rev.rating","rev.title","rev.pros","rev.cons","rev.helpf","rev.id","rev.year","rev.pos","rev.loc","rev.stat"
"527"," Aug 15, 2017","""Customer Service""","3.0","Current Employee - Anonymous Employee","Paid time off, strong brand name","Low salaries, rampant nepotism which limits growth",0,527,2017,"Anonymous Employee","Not Given","Current"
"528"," Aug 17, 2017","""Mixed""","3.0","Former Employee - Manager in South Brunswick Terrace, NJ","Good salariesGood hoursSome really nice people","Some very awful people - political, back-stabbing. Executive management does not have a good handle on what drives these businesses and why customers value the services. Rapidly changing from valuing",2,528,2017,"Manager","South Brunswick Terrace, NJ","Former"
"529"," Aug 17, 2017","""Depressing""","2.0","Current Employee - Anonymous Employee","Lots of great peers to work with, high energy","Countless restructurings and refocusing of employees, low morale, things are very unstructured and messy",2,529,2017,"Anonymous Employee","Not Given","Current"
"530"," Aug 29, 2017","""Good company""","4.0","Current Employee - Customer Service Representative in Barcelona (Spain)","Conditions and office social interaction are a good thing in DJ. Payroll​ and other benefits such as private health insurance, meal vouchers and fitness cheque are really pushing high this employer.","Lack of opportunities to grow in the company. Mainly as higher positions are based in the USA. This is really a shame for this growing company.",1,530,2017,"Customer Service Representative","Barcelona (Spain)","Current"
"531"," Sep 7, 2017","""Pretty Good Place to Work""","3.0","Former Employee - Reporter in London, England (UK)","Great people and cultureVery helpfulGreat learning experience","No cons at all",0,531,2017,"Reporter","London, England (UK)","Former"
"532"," Sep 21, 2017","""Direct Sales Account Executive""","2.0","Current Employee - Account Executive in New York, NY","Vacation/ Personal Days, Work Life balance, Good exposure to various industries, collaboration with other departments, innovative products, nice location/ office space","Micro Management, constant monitoring, Boys Club (Predominantly only hire young men), Culturally Insensitive- Derogatory comments often made, Manager leads by intimidation, Unrealistic revenue goals, Nepotism, Favoritism, Disorganized, Low morale",1,532,2017,"Account Executive","New York, NY","Current"
"533"," Sep 28, 2017","""Great place to work!""","5.0","Current Employee - Reporter in New York, NY","Great place to work, love it here, amazing colleagues and reporting opportunities as a journalist. Terrific and creative, stimulating environment in the heart of the city.","Really cannot think of any. I am new to Dow Jones, here only a few months, but so far the benefits are wonderful and the culture is very inclusive and open.",1,533,2017,"Reporter","New York, NY","Current"
"534"," Sep 29, 2017","""business side""","3.0","Former Employee - Anonymous Employee","Amazing brands, particularly The Wall Street Journal.","Talent drain from prior short-tenured CEO has cost the company and hurt its performance relative to its competitors",1,534,2017,"Anonymous Employee","Not Given","Former"
"535"," Sep 30, 2017","""'Not a pleasant experience'""","1.0","Former Employee - Customer Service","nice office spaces and some benefits","lack of leadership skills and no meritocracy",1,535,2017,"Customer Service","Not Given","Former"
"536"," Oct 1, 2017","""overall experience""","4.0","Current Employee - Anonymous Employee","great brands and company; great benefits","very political in growth opportunities, lack of cross-department collaboration",1,536,2017,"Anonymous Employee","Not Given","Current"
"537"," Oct 11, 2017","""Good place to work, learn at""","4.0","Current Employee - Reporter in New York, NY","Working with smart people, constantly being challenged","Compensation could be higher. Prestige can only go so far.",3,537,2017,"Reporter","New York, NY","Current"
"538"," Oct 13, 2017","""Editor""","3.0","Former Employee - Anonymous Employee","Interpersonal relationship is not complicated","Keep laying off people and the development strategy at the same time",2,538,2017,"Anonymous Employee","Not Given","Former"
"539"," Oct 16, 2017","""Great Place to work""","5.0","Former Employee - Anonymous Employee","tons of room for growth and a really fun environment","too much micromanaging, a lot of ""oversight""",1,539,2017,"Anonymous Employee","Not Given","Former"
"540"," Oct 17, 2017","""Sales & Marketing""","3.0","Former Employee - Anonymous Employee","People can be super friendly","No flexible working hoursLimited career progression",0,540,2017,"Anonymous Employee","Not Given","Former"
"541"," Oct 17, 2017","""Sales Associate""","2.0","Former Employee - Anonymous Employee","Learned a great deal about working in such a large organizations","Slow moving, not innovative.",0,541,2017,"Anonymous Employee","Not Given","Former"
"542"," Oct 26, 2017","""Great Place""","5.0","Current Employee - News Reporter in San Francisco, CA","Challenging, motivating, fun, great co-workers","More than 40 hours per week, slow to hire",3,542,2017,"News Reporter","San Francisco, CA","Current"
"543"," Oct 27, 2017","""Team Leader at united emirates""","4.0","Current Employee - Team Lead in New York, NY","Easy to work and communicate and good atmosphere","Very strict if you make a mistake you in trouble",0,543,2017,"Team Lead","New York, NY","Current"
"544"," Nov 1, 2017","""A decent place""","3.0","Former Employee - Anonymous Employee","Most People that work there are good people","Print Publishing is not quite a new age technology",0,544,2017,"Anonymous Employee","Not Given","Former"
"545"," Nov 9, 2017","""Good place to work""","4.0","Former Employee - Anonymous Employee","Easy going. steady hours. Not too demanding","a bit disorganized, too many meetings",1,545,2017,"Anonymous Employee","Not Given","Former"
"546"," Nov 14, 2017","""Loved It""","5.0","Current Employee - Anonymous Employee","The people are amazing. Everyone tries to help you.","There were no Cons for me.",0,546,2017,"Anonymous Employee","Not Given","Current"
"547"," Nov 16, 2017","""Don't Do It....Just Don't Do It...""","1.0","Former Employee - Anonymous Employee","Good benefits planSome smart and kind co-workers","Company is struggling to survive in a rapidly declining business with no real plan. Constant fighting and political games among managers is like watching a real life Game of Thrones. Top executives are all older Brits and Australians who don't really have a good idea of what appeals to a younger Americans, so they keep the company afloat by getting rid of a chunk of people every year. Saw many smart, capable people let go because of politics or insane behavior, while others who are incompetent remain because they are friends with the right people. Oh, and if you happen to be a woman or a minority keep in mind that they will pay you less than your colleagues, just because. Do yourself a favor and go to a media company that is focused on this century.",13,547,2017,"Anonymous Employee","Not Given","Former"
